REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LVDS00I00,LVCO2,1,2050,0.0741
REGION1,MTDS00I00,MTCO2,1,2050,0.0741
REGION1,NLCO00I00,NLCO2,1,2050,0.0946
REGION1,NLNU00I00,NLCO2,1,2050,0.0
REGION1,NLWS00I00,NLCO2,1,2050,0.0917
REGION1,NLDG00I00,NLCO2,1,2050,0.0444
REGION1,NLRG00I00,NLCO2,1,2050,0.057
REGION1,NLDS00I00,NLCO2,1,2050,0.0741
REGION1,NLHF00I00,NLCO2,1,2050,0.0774
REGION1,PLCO00I00,PLCO2,1,2050,0.0946
REGION1,PLLI00I00,PLCO2,1,2050,0.101
REGION1,PLDG00I00,PLCO2,1,2050,0.0444
REGION1,PLRG00I00,PLCO2,1,2050,0.057
REGION1,PLDS00I00,PLCO2,1,2050,0.0741
REGION1,PLHF00I00,PLCO2,1,2050,0.0774
REGION1,PTGO00I00,PTCO2,1,2050,0.0
REGION1,PTHF00I00,PTCO2,1,2050,0.0774
REGION1,PTOC00I00,PTCO2,1,2050,0.0
REGION1,PTWS00I00,PTCO2,1,2050,0.0917
REGION1,PTCO00I00,PTCO2,1,2050,0.0946
REGION1,PTRG00I00,PTCO2,1,2050,0.057
REGION1,PTDS00I00,PTCO2,1,2050,0.0741
REGION1,ROCO00I00,ROCO2,1,2050,0.0946
REGION1,ROHF00I00,ROCO2,1,2050,0.0774
REGION1,RONU00I00,ROCO2,1,2050,0.0
REGION1,ROLI00I00,ROCO2,1,2050,0.101
REGION1,RODG00I00,ROCO2,1,2050,0.0444
REGION1,RORG00I00,ROCO2,1,2050,0.057
REGION1,RODS00I00,ROCO2,1,2050,0.0741
REGION1,ROGO00I00,ROCO2,1,2050,0.0
REGION1,SECO00I00,SECO2,1,2050,0.0946
REGION1,SEHF00I00,SECO2,1,2050,0.0774
REGION1,SENU00I00,SECO2,1,2050,0.0
REGION1,SEWS00I00,SECO2,1,2050,0.0917
REGION1,SELI00I00,SECO2,1,2050,0.101
REGION1,SEDG00I00,SECO2,1,2050,0.0444
REGION1,SEDS00I00,SECO2,1,2050,0.0741
REGION1,SIHF00I00,SICO2,1,2050,0.0774
REGION1,SINU00I00,SICO2,1,2050,0.0
REGION1,SILI00I00,SICO2,1,2050,0.101
REGION1,SIDS00I00,SICO2,1,2050,0.0741
REGION1,SIWS00I00,SICO2,1,2050,0.0917
REGION1,SKCO00I00,SKCO2,1,2050,0.0946
REGION1,SKHF00I00,SKCO2,1,2050,0.0774
REGION1,SKNU00I00,SKCO2,1,2050,0.0
REGION1,SKWS00I00,SKCO2,1,2050,0.0917
REGION1,SKLI00I00,SKCO2,1,2050,0.101
REGION1,SKDG00I00,SKCO2,1,2050,0.0444
REGION1,SKRG00I00,SKCO2,1,2050,0.057
REGION1,SKDS00I00,SKCO2,1,2050,0.0741
REGION1,NOHF00I00,NOCO2,1,2050,0.0774
REGION1,NOWS00I00,NOCO2,1,2050,0.0917
REGION1,NOOC00I00,NOCO2,1,2050,0.0
REGION1,CHHF00I00,CHCO2,1,2050,0.0774
REGION1,CHNU00I00,CHCO2,1,2050,0.0
REGION1,CHWS00I00,CHCO2,1,2050,0.0917
REGION1,UKCO00I00,UKCO2,1,2050,0.0946
REGION1,UKHF00I00,UKCO2,1,2050,0.0774
REGION1,UKNU00I00,UKCO2,1,2050,0.0
REGION1,UKOC00I00,UKCO2,1,2050,0.0
REGION1,UKWS00I00,UKCO2,1,2050,0.0917
REGION1,ATNGCCSN1,ATCO2,1,2050,-0.1174186046511628
REGION1,BENGCCSN1,BECO2,1,2050,-0.1174186046511628
REGION1,BGNGCCSN1,BGCO2,1,2050,-0.1174186046511628
REGION1,CHNGCCSN1,CHCO2,1,2050,-0.1174186046511628
REGION1,CYNGCCSN1,CYCO2,1,2050,-0.1174186046511628
REGION1,CZNGCCSN1,CZCO2,1,2050,-0.1174186046511628
REGION1,DENGCCSN1,DECO2,1,2050,-0.1174186046511628
REGION1,DKNGCCSN1,DKCO2,1,2050,-0.1174186046511628
REGION1,EENGCCSN1,EECO2,1,2050,-0.1174186046511628
REGION1,ESNGCCSN1,ESCO2,1,2050,-0.1174186046511628
REGION1,FINGCCSN1,FICO2,1,2050,-0.1174186046511628
REGION1,FRNGCCSN1,FRCO2,1,2050,-0.1174186046511628
REGION1,GRNGCCSN1,GRCO2,1,2050,-0.1174186046511628
REGION1,HRNGCCSN1,HRCO2,1,2050,-0.1174186046511628
REGION1,HUNGCCSN1,HUCO2,1,2050,-0.1174186046511628
REGION1,IENGCCSN1,IECO2,1,2050,-0.1174186046511628
REGION1,ITNGCCSN1,ITCO2,1,2050,-0.1174186046511628
REGION1,LTNGCCSN1,LTCO2,1,2050,-0.1174186046511628
REGION1,LUNGCCSN1,LUCO2,1,2050,-0.1174186046511628
REGION1,LVNGCCSN1,LVCO2,1,2050,-0.1174186046511628
REGION1,MTNGCCSN1,MTCO2,1,2050,-0.1174186046511628
REGION1,NLNGCCSN1,NLCO2,1,2050,-0.1174186046511628
REGION1,NONGCCSN1,NOCO2,1,2050,-0.1174186046511628
REGION1,PLNGCCSN1,PLCO2,1,2050,-0.1174186046511628
REGION1,PTNGCCSN1,PTCO2,1,2050,-0.1174186046511628
REGION1,RONGCCSN1,ROCO2,1,2050,-0.1174186046511628
REGION1,SENGCCSN1,SECO2,1,2050,-0.1174186046511628
REGION1,SINGCCSN1,SICO2,1,2050,-0.1174186046511628
REGION1,SKNGCCSN1,SKCO2,1,2050,-0.1174186046511628
REGION1,UKNGCCSN1,UKCO2,1,2050,-0.1174186046511628
REGION1,ATBMCCSN1,ATCO2,1,2050,-0.0625
REGION1,BEBMCCSN1,BECO2,1,2050,-0.0625
REGION1,BGBMCCSN1,BGCO2,1,2050,-0.0625
REGION1,CZBMCCSN1,CZCO2,1,2050,-0.0625
REGION1,DEBMCCSN1,DECO2,1,2050,-0.0625
REGION1,DKBMCCSN1,DKCO2,1,2050,-0.0625
REGION1,EEBMCCSN1,EECO2,1,2050,-0.0625
REGION1,GRBMCCSN1,GRCO2,1,2050,-0.0625
REGION1,ESBMCCSN1,ESCO2,1,2050,-0.0625
REGION1,FIBMCCSN1,FICO2,1,2050,-0.0625
REGION1,FRBMCCSN1,FRCO2,1,2050,-0.0625
REGION1,HRBMCCSN1,HRCO2,1,2050,-0.0625
REGION1,HUBMCCSN1,HUCO2,1,2050,-0.0625
REGION1,IEBMCCSN1,IECO2,1,2050,-0.0625
REGION1,ITBMCCSN1,ITCO2,1,2050,-0.0625
REGION1,LTBMCCSN1,LTCO2,1,2050,-0.0625
REGION1,LUBMCCSN1,LUCO2,1,2050,-0.0625
REGION1,LVBMCCSN1,LVCO2,1,2050,-0.0625
REGION1,NLBMCCSN1,NLCO2,1,2050,-0.0625
REGION1,PLBMCCSN1,PLCO2,1,2050,-0.0625
REGION1,PTBMCCSN1,PTCO2,1,2050,-0.0625
REGION1,ROBMCCSN1,ROCO2,1,2050,-0.0625
REGION1,SEBMCCSN1,SECO2,1,2050,-0.0625
REGION1,SIBMCCSN1,SICO2,1,2050,-0.0625
REGION1,SKBMCCSN1,SKCO2,1,2050,-0.0625
REGION1,NOBMCCSN1,NOCO2,1,2050,-0.0625
REGION1,UKBMCCSN1,UKCO2,1,2050,-0.0625
REGION1,DKNG00X00,DKCO2,1,2050,0.0561
REGION1,DENG00X00,DECO2,1,2050,0.0561
REGION1,ITNG00X00,ITCO2,1,2050,0.0561
REGION1,NLNG00X00,NLCO2,1,2050,0.0561
REGION1,NONG00X00,NOCO2,1,2050,0.0561
REGION1,PLNG00X00,PLCO2,1,2050,0.0561
REGION1,RONG00X00,ROCO2,1,2050,0.0561
REGION1,UKNG00X00,UKCO2,1,2050,0.0561
REGION1,ATNG00X00,ATCO2,1,2050,0.0561
REGION1,BENG00X00,BECO2,1,2050,0.0561
REGION1,BGNG00X00,BGCO2,1,2050,0.0561
REGION1,HRNG00X00,HRCO2,1,2050,0.0561
REGION1,CZNG00X00,CZCO2,1,2050,0.0561
REGION1,FRNG00X00,FRCO2,1,2050,0.0561
REGION1,GRNG00X00,GRCO2,1,2050,0.0561
REGION1,HUNG00X00,HUCO2,1,2050,0.0561
REGION1,IENG00X00,IECO2,1,2050,0.0561
REGION1,SKNG00X00,SKCO2,1,2050,0.0561
REGION1,SING00X00,SICO2,1,2050,0.0561
REGION1,ESNG00X00,ESCO2,1,2050,0.0561
REGION1,BELG00I00,BECO2,1,2050,0.0561
REGION1,HRLG00I00,HRCO2,1,2050,0.0561
REGION1,CYLG00I00,CYCO2,1,2050,0.0561
REGION1,FRLG00I00,FRCO2,1,2050,0.0561
REGION1,FILG00I00,FICO2,1,2050,0.0561
REGION1,DELG00I00,DECO2,1,2050,0.0561
REGION1,GRLG00I00,GRCO2,1,2050,0.0561
REGION1,ITLG00I00,ITCO2,1,2050,0.0561
REGION1,LVLG00I00,LVCO2,1,2050,0.0561
REGION1,LTLG00I00,LTCO2,1,2050,0.0561
REGION1,MTLG00I00,MTCO2,1,2050,0.0561
REGION1,NLLG00I00,NLCO2,1,2050,0.0561
REGION1,PLLG00I00,PLCO2,1,2050,0.0561
REGION1,ESLG00I00,ESCO2,1,2050,0.0561
REGION1,UKLG00I00,UKCO2,1,2050,0.0561
REGION1,PTLG00I00,PTCO2,1,2050,0.0561
REGION1,NOLG00E00,NOCO2,1,2050,-0.0561
REGION1,LYLF00I00,LYCO2,1,2050,0.0693
REGION1,LYHF00I00,LYCO2,1,2050,0.0774
REGION1,BFLF00I00,BFCO2,1,2050,0.0693
REGION1,BFHF00I00,BFCO2,1,2050,0.0774
REGION1,CDLF00I00,CDCO2,1,2050,0.0693
REGION1,CDHF00I00,CDCO2,1,2050,0.0774
REGION1,MZLF00I00,MZCO2,1,2050,0.0693
REGION1,MZHF00I00,MZCO2,1,2050,0.0774
REGION1,NELF00I00,NECO2,1,2050,0.0693
REGION1,NEHF00I00,NECO2,1,2050,0.0774
REGION1,NGLF00I00,NGCO2,1,2050,0.0693
REGION1,NGHF00I00,NGCO2,1,2050,0.0774
REGION1,RWCO00I00,RWCO2,1,2050,0.0946
REGION1,SNLF00I00,SNCO2,1,2050,0.0693
REGION1,SNHF00I00,SNCO2,1,2050,0.0774
REGION1,ZWCO00I00,ZWCO2,1,2050,0.0946
REGION1,DZLF00I00,DZCO2,1,2050,0.0693
REGION1,DZHF00I00,DZCO2,1,2050,0.0774
REGION1,EGLF00I00,EGCO2,1,2050,0.0693
REGION1,EGHF00I00,EGCO2,1,2050,0.0774
REGION1,MACO00I00,MACO2,1,2050,0.0946
REGION1,MALF00I00,MACO2,1,2050,0.0693
REGION1,MAHF00I00,MACO2,1,2050,0.0774
REGION1,SDLF00I00,SDCO2,1,2050,0.0693
REGION1,SDHF00I00,SDCO2,1,2050,0.0774
REGION1,TNLF00I00,TNCO2,1,2050,0.0693
REGION1,TNHF00I00,TNCO2,1,2050,0.0774
REGION1,AOLF00I00,AOCO2,1,2050,0.0693
REGION1,AOHF00I00,AOCO2,1,2050,0.0774
REGION1,BJLF00I00,BJCO2,1,2050,0.0693
REGION1,BJHF00I00,BJCO2,1,2050,0.0774
REGION1,BWCO00I00,BWCO2,1,2050,0.0946
REGION1,BWLF00I00,BWCO2,1,2050,0.0693
REGION1,BILF00I00,BICO2,1,2050,0.0693
REGION1,CMLF00I00,CMCO2,1,2050,0.0693
REGION1,CMHF00I00,CMCO2,1,2050,0.0774
REGION1,CFLF00I00,CFCO2,1,2050,0.0693
REGION1,TDLF00I00,TDCO2,1,2050,0.0693
REGION1,TDHF00I00,TDCO2,1,2050,0.0774
REGION1,CGLF00I00,CGCO2,1,2050,0.0693
REGION1,CGHF00I00,CGCO2,1,2050,0.0774
REGION1,CILF00I00,CICO2,1,2050,0.0693
REGION1,CIHF00I00,CICO2,1,2050,0.0774
REGION1,DJLF00I00,DJCO2,1,2050,0.0693
REGION1,DJHF00I00,DJCO2,1,2050,0.0774
REGION1,GQLF00I00,GQCO2,1,2050,0.0693
REGION1,GQHF00I00,GQCO2,1,2050,0.0774
REGION1,ERLF00I00,ERCO2,1,2050,0.0693
REGION1,ERHF00I00,ERCO2,1,2050,0.0774
REGION1,SZLF00I00,SZCO2,1,2050,0.0693
REGION1,SZHF00I00,SZCO2,1,2050,0.0774
REGION1,ETLF00I00,ETCO2,1,2050,0.0693
REGION1,GALF00I00,GACO2,1,2050,0.0693
REGION1,GAHF00I00,GACO2,1,2050,0.0774
REGION1,GMLF00I00,GMCO2,1,2050,0.0693
REGION1,GMHF00I00,GMCO2,1,2050,0.0774
REGION1,GHLF00I00,GHCO2,1,2050,0.0693
REGION1,GHHF00I00,GHCO2,1,2050,0.0774
REGION1,GNLF00I00,GNCO2,1,2050,0.0693
REGION1,GNHF00I00,GNCO2,1,2050,0.0774
REGION1,GWLF00I00,GWCO2,1,2050,0.0693
REGION1,KELF00I00,KECO2,1,2050,0.0693
REGION1,KEHF00I00,KECO2,1,2050,0.0774
REGION1,LRLF00I00,LRCO2,1,2050,0.0693
REGION1,LRHF00I00,LRCO2,1,2050,0.0774
REGION1,MWLF00I00,MWCO2,1,2050,0.0693
REGION1,MLLF00I00,MLCO2,1,2050,0.0693
REGION1,MLHF00I00,MLCO2,1,2050,0.0774
REGION1,MRLF00I00,MRCO2,1,2050,0.0693
REGION1,MRHF00I00,MRCO2,1,2050,0.0774
REGION1,NACO00I00,NACO2,1,2050,0.0946
REGION1,NALF00I00,NACO2,1,2050,0.0693
REGION1,NAHF00I00,NACO2,1,2050,0.0774
REGION1,NECO00I00,NECO2,1,2050,0.0946
REGION1,RWLF00I00,RWCO2,1,2050,0.0693
REGION1,RWHF00I00,RWCO2,1,2050,0.0774
REGION1,SNCO00I00,SNCO2,1,2050,0.0946
REGION1,SLLF00I00,SLCO2,1,2050,0.0693
REGION1,SLHF00I00,SLCO2,1,2050,0.0774
REGION1,ZACO00I00,ZACO2,1,2050,0.0946
REGION1,ZALF00I00,ZACO2,1,2050,0.0693
REGION1,ZAHF00I00,ZACO2,1,2050,0.0774
REGION1,SSLF00I00,SSCO2,1,2050,0.0693
REGION1,SSHF00I00,SSCO2,1,2050,0.0774
REGION1,TGLF00I00,TGCO2,1,2050,0.0693
REGION1,TGHF00I00,TGCO2,1,2050,0.0774
REGION1,UGLF00I00,UGCO2,1,2050,0.0693
REGION1,UGHF00I00,UGCO2,1,2050,0.0774
REGION1,TZLF00I00,TZCO2,1,2050,0.0693
REGION1,TZHF00I00,TZCO2,1,2050,0.0774
REGION1,ZMCO00I00,ZMCO2,1,2050,0.0946
REGION1,ZMLF00I00,ZMCO2,1,2050,0.0693
REGION1,ZMHF00I00,ZMCO2,1,2050,0.0774
REGION1,ZWLF00I00,ZWCO2,1,2050,0.0693
REGION1,AONGCCSPN1,AOCO2,1,2050,-0.1174186046511628
REGION1,BFNGCCSPN1,BFCO2,1,2050,-0.1174186046511628
REGION1,BINGCCSPN1,BICO2,1,2050,-0.1174186046511628
REGION1,BJNGCCSPN1,BJCO2,1,2050,-0.1174186046511628
REGION1,BWNGCCSPN1,BWCO2,1,2050,-0.1174186046511628
REGION1,CDNGCCSPN1,CDCO2,1,2050,-0.1174186046511628
REGION1,CFNGCCSPN1,CFCO2,1,2050,-0.1174186046511628
REGION1,CGNGCCSPN1,CGCO2,1,2050,-0.1174186046511628
REGION1,CINGCCSPN1,CICO2,1,2050,-0.1174186046511628
REGION1,CMNGCCSPN1,CMCO2,1,2050,-0.1174186046511628
REGION1,DJNGCCSPN1,DJCO2,1,2050,-0.1174186046511628
REGION1,DZNGCCSPN1,DZCO2,1,2050,-0.1174186046511628
REGION1,EGNGCCSPN1,EGCO2,1,2050,-0.1174186046511628
REGION1,ERNGCCSPN1,ERCO2,1,2050,-0.1174186046511628
REGION1,ETNGCCSPN1,ETCO2,1,2050,-0.1174186046511628
REGION1,GANGCCSPN1,GACO2,1,2050,-0.1174186046511628
REGION1,GHNGCCSPN1,GHCO2,1,2050,-0.1174186046511628
REGION1,GMNGCCSPN1,GMCO2,1,2050,-0.1174186046511628
REGION1,GNNGCCSPN1,GNCO2,1,2050,-0.1174186046511628
REGION1,GQNGCCSPN1,GQCO2,1,2050,-0.1174186046511628
REGION1,GWNGCCSPN1,GWCO2,1,2050,-0.1174186046511628
REGION1,KENGCCSPN1,KECO2,1,2050,-0.1174186046511628
REGION1,LRNGCCSPN1,LRCO2,1,2050,-0.1174186046511628
REGION1,LSNGCCSPN1,LSCO2,1,2050,-0.1174186046511628
REGION1,LYNGCCSPN1,LYCO2,1,2050,-0.1174186046511628
REGION1,MANGCCSPN1,MACO2,1,2050,-0.1174186046511628
REGION1,MLNGCCSPN1,MLCO2,1,2050,-0.1174186046511628
REGION1,MRNGCCSPN1,MRCO2,1,2050,-0.1174186046511628
REGION1,MWNGCCSPN1,MWCO2,1,2050,-0.1174186046511628
REGION1,MZNGCCSPN1,MZCO2,1,2050,-0.1174186046511628
REGION1,NANGCCSPN1,NACO2,1,2050,-0.1174186046511628
REGION1,NENGCCSPN1,NECO2,1,2050,-0.1174186046511628
REGION1,NGNGCCSPN1,NGCO2,1,2050,-0.1174186046511628
REGION1,RWNGCCSPN1,RWCO2,1,2050,-0.1174186046511628
REGION1,SDNGCCSPN1,SDCO2,1,2050,-0.1174186046511628
REGION1,SLNGCCSPN1,SLCO2,1,2050,-0.1174186046511628
REGION1,SNNGCCSPN1,SNCO2,1,2050,-0.1174186046511628
REGION1,SONGCCSPN1,SOCO2,1,2050,-0.1174186046511628
REGION1,SSNGCCSPN1,SSCO2,1,2050,-0.1174186046511628
REGION1,SZNGCCSPN1,SZCO2,1,2050,-0.1174186046511628
REGION1,TDNGCCSPN1,TDCO2,1,2050,-0.1174186046511628
REGION1,TGNGCCSPN1,TGCO2,1,2050,-0.1174186046511628
REGION1,TNNGCCSPN1,TNCO2,1,2050,-0.1174186046511628
REGION1,TZNGCCSPN1,TZCO2,1,2050,-0.1174186046511628
REGION1,UGNGCCSPN1,UGCO2,1,2050,-0.1174186046511628
REGION1,ZANGCCSPN1,ZACO2,1,2050,-0.1174186046511628
REGION1,ZMNGCCSPN1,ZMCO2,1,2050,-0.1174186046511628
REGION1,ZWNGCCSPN1,ZWCO2,1,2050,-0.1174186046511628
REGION1,EGBMCCSPN1,EGCO2,1,2050,-0.0473559589581689
REGION1,ETBMCCSPN1,ETCO2,1,2050,-0.0473559589581689
REGION1,MABMCCSPN1,MACO2,1,2050,-0.0473559589581689
REGION1,SDBMCCSPN1,SDCO2,1,2050,-0.0473559589581689
REGION1,AOBMCCSPN1,AOCO2,1,2050,-0.0473559589581689
REGION1,BFBMCCSPN1,BFCO2,1,2050,-0.0473559589581689
REGION1,TDBMCCSPN1,TDCO2,1,2050,-0.0473559589581689
REGION1,CGBMCCSPN1,CGCO2,1,2050,-0.0473559589581689
REGION1,SZBMCCSPN1,SZCO2,1,2050,-0.0473559589581689
REGION1,GHBMCCSPN1,GHCO2,1,2050,-0.0473559589581689
REGION1,KEBMCCSPN1,KECO2,1,2050,-0.0473559589581689
REGION1,MWBMCCSPN1,MWCO2,1,2050,-0.0473559589581689
REGION1,MLBMCCSPN1,MLCO2,1,2050,-0.0473559589581689
REGION1,MZBMCCSPN1,MZCO2,1,2050,-0.0473559589581689
REGION1,NABMCCSPN1,NACO2,1,2050,-0.0473559589581689
REGION1,NGBMCCSPN1,NGCO2,1,2050,-0.0473559589581689
REGION1,RWBMCCSPN1,RWCO2,1,2050,-0.0473559589581689
REGION1,SNBMCCSPN1,SNCO2,1,2050,-0.0473559589581689
REGION1,SLBMCCSPN1,SLCO2,1,2050,-0.0473559589581689
REGION1,ZABMCCSPN1,ZACO2,1,2050,-0.0473559589581689
REGION1,UGBMCCSPN1,UGCO2,1,2050,-0.0473559589581689
REGION1,TZBMCCSPN1,TZCO2,1,2050,-0.0473559589581689
REGION1,ZMBMCCSPN1,ZMCO2,1,2050,-0.0473559589581689
REGION1,RWCOCCSPN1,RWCO2,1,2050,-0.2240526315789474
REGION1,ZWCOCCSPN1,ZWCO2,1,2050,-0.2240526315789474
REGION1,MACOCCSPN1,MACO2,1,2050,-0.2240526315789474
REGION1,BWCOCCSPN1,BWCO2,1,2050,-0.2240526315789474
REGION1,NACOCCSPN1,NACO2,1,2050,-0.2240526315789474
REGION1,NECOCCSPN1,NECO2,1,2050,-0.2240526315789474
REGION1,SNCOCCSPN1,SNCO2,1,2050,-0.2240526315789474
REGION1,ZACOCCSPN1,ZACO2,1,2050,-0.2240526315789474
REGION1,ZMCOCCSPN1,ZMCO2,1,2050,-0.2240526315789474
REGION1,ZWBMCCSPN1,ZWCO2,1,2050,-0.0473559589581689
REGION1,EGLG00I00,EGCO2,1,2050,0.0561
REGION1,GHLG00I00,GHCO2,1,2050,0.0561
REGION1,MALG00I00,MACO2,1,2050,0.0561
REGION1,MZLG00I00,MZCO2,1,2050,0.0561
REGION1,SNLG00I00,SNCO2,1,2050,0.0561
REGION1,ZALG00I00,ZACO2,1,2050,0.0561
REGION1,DZLG00E00,DZCO2,1,2050,-0.0561
REGION1,NGLG00E00,NGCO2,1,2050,-0.0561
REGION1,EGLG00E00,EGCO2,1,2050,-0.0561
REGION1,AOLG00E00,AOCO2,1,2050,-0.0561
REGION1,GQLG00E00,GQCO2,1,2050,-0.0561
REGION1,MZLG00E00,MZCO2,1,2050,-0.0561
REGION1,CGLG00E00,CGCO2,1,2050,-0.0561
REGION1,GALG00E00,GACO2,1,2050,-0.0561
REGION1,MRLG00E00,MRCO2,1,2050,-0.0561
REGION1,SNLG00E00,SNCO2,1,2050,-0.0561
REGION1,TZLG00E00,TZCO2,1,2050,-0.0561
REGION1,DZNG00X00,DZCO2,1,2050,0.0561
REGION1,EGNG00X00,EGCO2,1,2050,0.0561
REGION1,LYNG00X00,LYCO2,1,2050,0.0561
REGION1,NGNG00X00,NGCO2,1,2050,0.0561
REGION1,CGNG00X00,CGCO2,1,2050,0.0561
REGION1,AONG00X00,AOCO2,1,2050,0.0561
REGION1,CMNG00X00,CMCO2,1,2050,0.0561
REGION1,CING00X00,CICO2,1,2050,0.0561
REGION1,GQNG00X00,GQCO2,1,2050,0.0561
REGION1,GANG00X00,GACO2,1,2050,0.0561
REGION1,GHNG00X00,GHCO2,1,2050,0.0561
REGION1,MANG00X00,MACO2,1,2050,0.0561
REGION1,MZNG00X00,MZCO2,1,2050,0.0561
REGION1,NENG00X00,NECO2,1,2050,0.0561
REGION1,RWNG00X00,RWCO2,1,2050,0.0561
REGION1,SNNG00X00,SNCO2,1,2050,0.0561
REGION1,ZANG00X00,ZACO2,1,2050,0.0561
REGION1,TZNG00X00,TZCO2,1,2050,0.0561
REGION1,TNNG00X00,TNCO2,1,2050,0.0561
REGION1,SOLFRCPH1,SOCO2,1,2050,0.0693
REGION1,SOLFRCPN1,SOCO2,1,2050,0.0693
REGION1,SOLF00I00,SOCO2,1,2050,0.0693
REGION1,CICO00I00,CICO2,1,2050,0.0946
REGION1,ATCO2BACKSTOP,ATGHG,1,2050,-1.0
REGION1,BECO2BACKSTOP,BEGHG,1,2050,-1.0
REGION1,BGCO2BACKSTOP,BGGHG,1,2050,-1.0
REGION1,CHCO2BACKSTOP,CHGHG,1,2050,-1.0
REGION1,CYCO2BACKSTOP,CYGHG,1,2050,-1.0
REGION1,CZCO2BACKSTOP,CZGHG,1,2050,-1.0
REGION1,DECO2BACKSTOP,DEGHG,1,2050,-1.0
REGION1,DKCO2BACKSTOP,DKGHG,1,2050,-1.0
REGION1,EECO2BACKSTOP,EEGHG,1,2050,-1.0
REGION1,GRCO2BACKSTOP,GRGHG,1,2050,-1.0
REGION1,ESCO2BACKSTOP,ESGHG,1,2050,-1.0
REGION1,FICO2BACKSTOP,FIGHG,1,2050,-1.0
REGION1,FRCO2BACKSTOP,FRGHG,1,2050,-1.0
REGION1,HRCO2BACKSTOP,HRGHG,1,2050,-1.0
REGION1,HUCO2BACKSTOP,HUGHG,1,2050,-1.0
REGION1,IECO2BACKSTOP,IEGHG,1,2050,-1.0
REGION1,ITCO2BACKSTOP,ITGHG,1,2050,-1.0
REGION1,LTCO2BACKSTOP,LTGHG,1,2050,-1.0
REGION1,LUCO2BACKSTOP,LUGHG,1,2050,-1.0
REGION1,LVCO2BACKSTOP,LVGHG,1,2050,-1.0
REGION1,MTCO2BACKSTOP,MTGHG,1,2050,-1.0
REGION1,NLCO2BACKSTOP,NLGHG,1,2050,-1.0
REGION1,NOCO2BACKSTOP,NOGHG,1,2050,-1.0
REGION1,PLCO2BACKSTOP,PLGHG,1,2050,-1.0
REGION1,PTCO2BACKSTOP,PTGHG,1,2050,-1.0
REGION1,ROCO2BACKSTOP,ROGHG,1,2050,-1.0
REGION1,SECO2BACKSTOP,SEGHG,1,2050,-1.0
REGION1,SICO2BACKSTOP,SIGHG,1,2050,-1.0
REGION1,SKCO2BACKSTOP,SKGHG,1,2050,-1.0
REGION1,UKCO2BACKSTOP,UKGHG,1,2050,-1.0
REGION1,DZCO2BACKSTOP,DZGHG,1,2050,-1.0
REGION1,AOCO2BACKSTOP,AOGHG,1,2050,-1.0
REGION1,BJCO2BACKSTOP,BJGHG,1,2050,-1.0
REGION1,BWCO2BACKSTOP,BWGHG,1,2050,-1.0
REGION1,BFCO2BACKSTOP,BFGHG,1,2050,-1.0
REGION1,BICO2BACKSTOP,BIGHG,1,2050,-1.0
REGION1,CMCO2BACKSTOP,CMGHG,1,2050,-1.0
REGION1,CFCO2BACKSTOP,CFGHG,1,2050,-1.0
REGION1,TDCO2BACKSTOP,TDGHG,1,2050,-1.0
REGION1,CICO2BACKSTOP,CIGHG,1,2050,-1.0
REGION1,DJCO2BACKSTOP,DJGHG,1,2050,-1.0
REGION1,CDCO2BACKSTOP,CDGHG,1,2050,-1.0
REGION1,EGCO2BACKSTOP,EGGHG,1,2050,-1.0
REGION1,GQCO2BACKSTOP,GQGHG,1,2050,-1.0
REGION1,ERCO2BACKSTOP,ERGHG,1,2050,-1.0
REGION1,SZCO2BACKSTOP,SZGHG,1,2050,-1.0
REGION1,ETCO2BACKSTOP,ETGHG,1,2050,-1.0
REGION1,GACO2BACKSTOP,GAGHG,1,2050,-1.0
REGION1,GMCO2BACKSTOP,GMGHG,1,2050,-1.0
REGION1,GHCO2BACKSTOP,GHGHG,1,2050,-1.0
REGION1,GNCO2BACKSTOP,GNGHG,1,2050,-1.0
REGION1,GWCO2BACKSTOP,GWGHG,1,2050,-1.0
REGION1,KECO2BACKSTOP,KEGHG,1,2050,-1.0
REGION1,LSCO2BACKSTOP,LSGHG,1,2050,-1.0
REGION1,LRCO2BACKSTOP,LRGHG,1,2050,-1.0
REGION1,LYCO2BACKSTOP,LYGHG,1,2050,-1.0
REGION1,MWCO2BACKSTOP,MWGHG,1,2050,-1.0
REGION1,MLCO2BACKSTOP,MLGHG,1,2050,-1.0
REGION1,MRCO2BACKSTOP,MRGHG,1,2050,-1.0
REGION1,MACO2BACKSTOP,MAGHG,1,2050,-1.0
REGION1,MZCO2BACKSTOP,MZGHG,1,2050,-1.0
REGION1,NACO2BACKSTOP,NAGHG,1,2050,-1.0
REGION1,NECO2BACKSTOP,NEGHG,1,2050,-1.0
REGION1,NGCO2BACKSTOP,NGGHG,1,2050,-1.0
REGION1,CGCO2BACKSTOP,CGGHG,1,2050,-1.0
REGION1,RWCO2BACKSTOP,RWGHG,1,2050,-1.0
REGION1,SNCO2BACKSTOP,SNGHG,1,2050,-1.0
REGION1,SLCO2BACKSTOP,SLGHG,1,2050,-1.0
REGION1,SOCO2BACKSTOP,SOGHG,1,2050,-1.0
REGION1,ZACO2BACKSTOP,ZAGHG,1,2050,-1.0
REGION1,SSCO2BACKSTOP,SSGHG,1,2050,-1.0
